,ST_CASE,HOUR,MINUTE,TIME
373,10375,18,30,1110
374,10376,7,16,436
375,10377,6,30,390
376,10378,7,20,440
377,10379,15,25,925
378,10380,0,55,55
379,10381,22,50,1370
380,10382,15,35,935
381,10383,17,30,1050
382,10384,17,15,1035
383,10385,10,18,618
384,10386,17,30,1050
385,10387,19,38,1178
386,10388,17,20,1040
387,10389,1,15,75
388,10390,22,25,1345
389,10391,12,35,755
390,10392,19,30,1170
391,10393,10,50,650
392,10394,2,10,130
393,10395,12,45,765
394,10396,17,20,1040
395,10397,5,33,333
396,10398,14,45,885
397,10399,19,30,1170
398,10400,15,7,907
399,10401,23,22,1402
400,10402,6,30,390
401,10403,16,10,970
402,10404,22,15,1335
403,10405,20,40,1240
404,10406,17,45,1065
405,10407,21,15,1275
406,10408,23,5,1385
407,10409,19,45,1185
408,10410,12,20,740
409,10411,9,50,590
410,10412,2,0,120
411,10413,2,15,135
412,10414,5,40,340
413,10415,19,22,1162
414,10416,17,30,1050
415,10417,17,0,1020
416,10418,22,25,1345
417,10419,10,54,654
418,10420,4,46,286
419,10421,21,0,1260
420,10422,20,45,1245
421,10423,20,25,1225
422,10424,14,20,860
423,10425,14,48,888
424,10426,14,24,864
425,10427,18,30,1110
426,10428,19,55,1195
427,10429,5,35,335
428,10430,15,30,930
429,10431,1,10,70
430,10432,17,55,1075
431,10433,1,20,80
432,10434,16,45,1005
433,10435,15,0,900
434,10436,12,15,735
435,10437,16,20,980
436,10438,15,50,950
437,10439,1,34,94
438,10440,12,43,763
439,10441,7,25,445
440,10442,6,40,400
441,10443,9,46,586
442,10444,23,15,1395
443,10445,4,30,270
444,10446,11,37,697
445,10447,0,15,15
446,10448,17,45,1065
447,10449,22,41,1361
448,10450,13,18,798
449,10451,20,53,1253
450,10452,4,16,256
451,10453,7,27,447
452,10454,12,10,730
453,10455,20,0,1200
454,10456,9,35,575
455,10457,13,3,783
456,10458,14,54,894
457,10459,2,22,142
458,10460,10,52,652
459,10461,23,28,1408
460,10462,19,35,1175
461,10463,9,21,561
462,10464,14,19,859
463,10465,20,54,1254
464,10466,12,40,760
465,10467,12,13,733
466,10468,13,25,805
467,10469,15,45,945
468,10470,13,9,789
469,10471,3,15,195
470,10472,7,11,431
471,10473,11,25,685
472,10474,8,35,515
473,10475,22,15,1335
474,10476,8,15,495
475,10477,10,30,630
476,10478,12,52,772
477,10479,4,50,290
478,10480,19,27,1167
479,10481,15,5,905
480,10482,11,49,709
481,10483,15,39,939
482,10484,16,7,967
483,10485,21,15,1275
484,10486,18,40,1120
485,10487,22,28,1348
486,10488,19,6,1146
487,10489,21,13,1273
488,10490,19,30,1170
489,10491,3,50,230
490,10492,17,47,1067
491,10493,18,45,1125
492,10494,15,45,945
493,10495,21,43,1303
494,10496,22,2,1322
495,10497,5,20,320
496,10498,22,35,1355
497,10499,18,18,1098
498,10500,20,26,1226
499,10501,1,7,67
500,10502,20,45,1245
501,10503,21,25,1285
502,10504,22,25,1345
503,10505,9,57,597
504,10506,17,12,1032
505,10507,23,5,1385
506,10508,4,45,285
507,10509,3,49,229
508,10510,11,40,700
509,10511,0,47,47
510,10512,9,59,599
511,10513,17,26,1046
512,10514,1,18,78
513,10515,19,0,1140
514,10516,11,55,715
515,10517,0,44,44
516,10518,23,2,1382
517,10519,21,28,1288
518,10520,22,5,1325
519,10521,14,49,889
520,10522,12,0,720
521,10523,3,25,205
522,10524,8,59,539
523,10525,11,0,660
524,10526,21,45,1305
525,10527,22,0,1320
526,10528,0,45,45
527,10529,5,15,315
528,10530,1,15,75
529,10531,22,10,1330
530,10532,5,0,300
531,10533,21,55,1315
532,10534,5,44,344
533,10535,9,10,550
534,10536,4,45,285
535,10537,14,40,880
536,10538,1,0,60
537,10539,4,0,240
538,10540,23,24,1404
539,10541,5,55,355
540,10542,16,30,990
541,10543,21,30,1290
542,10544,18,38,1118
543,10545,13,50,830
544,10546,7,5,425
545,10547,19,15,1155
546,10548,11,9,669
547,10549,11,15,675
548,10550,4,42,282
549,10551,19,20,1160
550,10552,20,5,1205
551,10553,4,50,290
552,10554,15,25,925
553,10555,19,12,1152
554,10556,13,50,830
555,10557,22,20,1340
556,10558,8,53,533
557,10559,22,30,1350
558,10560,9,10,550
559,10561,13,20,800
560,10562,14,25,865
561,10563,15,55,955
562,10564,19,50,1190
563,10565,22,14,1334
564,10566,11,40,700
565,10567,17,24,1044
566,10568,3,54,234
567,10569,3,30,210
568,10570,0,58,58
569,10571,13,37,817
570,10572,2,30,150
571,10573,0,1,1
572,10574,18,20,1100
573,10575,5,20,320
574,10576,4,0,240
575,10577,16,53,1013
576,10578,20,50,1250
577,10579,9,35,575
578,10580,8,17,497
579,10581,14,0,840
580,10582,2,40,160
581,10583,7,10,430
582,10584,20,30,1230
583,10585,5,47,347
584,10586,18,50,1130
585,10587,6,30,390
586,10588,21,0,1260
587,10589,7,30,450
588,10590,23,5,1385
589,10591,19,35,1175
590,10592,2,22,142
591,10593,11,0,660
592,10594,11,50,710
593,10595,11,45,705
594,10596,12,48,768
595,10597,18,15,1095
596,10598,9,10,550
597,10599,17,20,1040
598,10600,15,5,905
599,10601,5,59,359
600,10602,7,25,445
601,10603,0,55,55
602,10604,17,12,1032
603,10605,6,0,360
604,10606,22,15,1335
605,10607,19,30,1170
606,10608,10,20,620
607,10609,19,38,1178
608,10610,8,24,504
609,10611,15,10,910
610,10612,15,47,947
611,10613,2,19,139
612,10614,5,36,336
613,10615,23,51,1431
614,10616,1,30,90
615,10617,2,30,150
616,10618,16,15,975
617,10619,14,43,883
618,10620,0,45,45
619,10621,2,25,145
620,10622,6,21,381
621,10623,8,35,515
622,10624,17,10,1030
623,10625,2,0,120
624,10626,20,7,1207
625,10627,13,55,835
626,10628,14,10,850
627,10629,17,50,1070
628,10630,2,8,128
629,10631,14,57,897
630,10632,16,35,995
631,10633,21,30,1290
632,10634,18,30,1110
633,10635,20,20,1220
634,10636,10,3,603
635,10637,1,20,80
636,10638,18,28,1108
637,10639,18,30,1110
638,10640,9,0,540
639,10641,21,8,1268
640,10642,0,45,45
641,10643,0,58,58
642,10644,21,50,1310
643,10645,7,20,440
644,10646,7,55,475
645,10647,17,42,1062
646,10648,6,20,380
647,10649,12,15,735
648,10650,1,40,100
649,10651,20,33,1233
650,10652,19,39,1179
651,10653,99,99,6039
652,10654,6,10,370
653,10655,15,37,937
654,10656,22,35,1355
655,10657,10,45,645
656,10658,19,47,1187
657,10659,1,20,80
658,10660,5,0,300
659,10661,17,39,1059
660,10662,18,10,1090
661,10663,23,0,1380
662,10664,17,20,1040
663,10665,2,10,130
664,10666,5,45,345
665,10667,18,28,1108
666,10668,7,5,425
667,10669,6,8,368
668,10670,22,47,1367
669,10671,15,41,941
670,10672,6,10,370
671,10673,0,53,53
672,10674,23,42,1422
673,10675,17,22,1042
674,10676,10,24,624
675,10677,14,58,898
676,10678,18,30,1110
677,10679,10,0,600
678,10680,13,15,795
679,10681,21,24,1284
680,10682,21,57,1317
681,10683,16,37,997
682,10684,17,20,1040
683,10685,7,10,430
684,10686,10,35,635
685,10687,21,15,1275
686,10688,5,45,345
687,10689,9,45,585
688,10690,17,20,1040
689,10691,14,40,880
690,10692,1,19,79
691,10693,1,17,77
692,10694,16,20,980
693,10695,17,55,1075
694,10696,3,10,190
695,10697,10,22,622
696,10698,18,27,1107
697,10699,4,30,270
698,10700,6,48,408
699,10701,7,40,460
700,10702,21,53,1313
701,10703,11,8,668
702,10704,17,50,1070
703,10705,12,46,766
704,10706,2,14,134
705,10707,7,24,444
706,10708,18,15,1095
707,10709,7,45,465
708,10710,1,30,90
709,10711,18,20,1100
710,10712,14,15,855
711,10713,10,0,600
712,10714,19,20,1160
713,10715,22,10,1330
714,10716,21,10,1270
715,10717,6,20,380
716,10718,7,25,445
717,10719,3,5,185
718,10720,12,15,735
719,10721,18,55,1135
720,10722,15,0,900
721,10723,18,17,1097
722,10724,13,50,830
723,10725,0,0,0
724,10726,16,50,1010
725,10727,12,50,770
726,10728,1,52,112
727,10729,6,0,360
728,10730,22,33,1353
729,10731,3,35,215
730,10732,4,30,270
731,10733,15,45,945
732,10734,20,5,1205
733,10735,1,30,90
734,10736,6,17,377
735,10737,16,53,1013
736,10738,18,45,1125
737,10739,13,10,790
738,10740,17,25,1045
739,10741,15,25,925
740,10742,18,20,1100
741,10743,11,40,700
742,10744,18,0,1080
743,10745,12,30,750
744,10746,17,38,1058
745,10747,7,5,425
746,10748,20,45,1245
747,10749,0,50,50
748,10750,16,4,964
749,10751,6,45,405
750,10752,6,0,360
751,10753,18,16,1096
752,10754,11,5,665
753,10755,6,50,410
754,10756,17,50,1070
755,10757,20,20,1220
756,10758,19,50,1190
757,10759,18,30,1110
758,10760,11,30,690
759,10761,7,35,455
760,10762,4,15,255
761,10763,18,18,1098
762,10764,4,37,277
763,10765,4,43,283
764,10766,20,0,1200
765,10767,15,57,957
766,10768,21,58,1318
767,10769,20,30,1230
768,10770,12,55,775
769,10771,8,0,480
770,10772,9,20,560
771,10773,5,5,305
772,10774,1,15,75
773,10775,9,25,565
774,10776,16,45,1005
775,10777,17,30,1050
776,10778,10,25,625
777,10779,15,45,945
778,10780,23,40,1420
779,10781,2,20,140
780,10782,7,30,450
781,10783,18,30,1110
782,10784,2,0,120
783,20001,0,22,22
784,20002,20,1,1201
785,20003,2,22,142
786,20004,0,33,33
787,20005,13,34,814
788,20006,18,6,1086
789,20007,21,1,1261
790,20008,10,38,638
791,20009,16,35,995
792,20010,99,99,6039
793,20011,6,99,459
794,20012,17,1,1021
795,20013,4,30,270
796,20014,14,28,868
797,20015,18,27,1107
798,20016,14,54,894
799,20017,14,3,843
800,20018,14,45,885
801,20019,20,17,1217
802,20020,21,12,1272
803,20021,14,41,881
804,20022,8,30,510
805,20023,1,31,91
806,20024,23,14,1394
807,20025,23,30,1410
808,20026,16,2,962
809,20027,19,8,1148
810,20028,1,4,64
811,20029,17,11,1031
812,20030,5,14,314
813,20031,22,55,1375
814,20032,4,16,256
815,20033,1,38,98
816,20034,21,26,1286
817,20035,12,18,738
818,20036,13,59,839
819,20037,2,22,142
820,20038,14,34,874
821,20039,21,20,1280
822,20040,15,3,903
823,20041,0,9,9
824,20042,21,33,1293
825,20043,23,25,1405
826,20044,14,29,869
827,20045,18,25,1105
828,20046,0,40,40
829,20047,5,51,351
830,20048,99,99,6039
831,20049,0,4,4
832,20050,14,22,862
833,20051,9,45,585
834,20052,9,12,552
835,20053,18,54,1134
836,20054,9,25,565
837,20055,20,55,1255
838,20056,99,99,6039
839,20057,17,23,1043
840,20058,17,6,1026
841,20059,18,50,1130
842,20060,21,23,1283
843,40001,5,14,314
844,40002,9,2,542
845,40003,14,11,851
846,40004,21,17,1277
847,40005,6,55,415
848,40006,10,37,637
849,40007,8,39,519
850,40008,19,0,1140
851,40009,5,58,358
852,40010,6,24,384
853,40011,7,17,437
854,40012,19,17,1157
855,40013,8,12,492
856,40014,14,7,847
857,40015,15,59,959
858,40016,19,9,1149
859,40017,13,51,831
860,40018,16,57,1017
861,40019,15,42,942
862,40022,4,12,252
863,40023,11,40,700
864,40024,1,2,62
865,40025,0,10,10
866,40026,1,4,64
867,40027,15,17,917
868,40028,14,27,867
869,40029,8,24,504
870,40030,7,45,465
871,40031,14,56,896
872,40032,18,56,1136
873,40033,19,5,1145
874,40034,17,50,1070
875,40036,15,57,957
876,40037,0,42,42
877,40038,7,8,428
878,40039,23,40,1420
879,40040,2,50,170
880,40041,8,30,510
881,40042,22,3,1323
882,40043,9,2,542
883,40044,3,26,206
884,40045,19,3,1143
885,40046,17,59,1079
886,40047,18,35,1115
887,40048,22,15,1335
888,40049,17,6,1026
889,40050,20,36,1236
890,40051,23,13,1393
891,40052,21,56,1316
892,40053,16,35,995
893,40054,17,7,1027
894,40055,20,2,1202
895,40056,18,27,1107
896,40057,13,11,791
897,40058,0,12,12
898,40059,21,22,1282
899,40060,2,27,147
900,40061,18,33,1113
901,40062,19,57,1197
902,40063,5,55,355
903,40064,10,53,653
904,40065,18,45,1125
905,40066,15,4,904
906,40067,9,25,565
907,40068,16,48,1008
908,40069,23,59,1439
909,40070,7,3,423
910,40071,9,11,551
911,40072,20,46,1246
912,40073,11,25,685
913,40074,20,39,1239
914,40075,18,30,1110
915,40076,4,30,270
916,40077,16,49,1009
917,40078,5,52,352
918,40079,20,33,1233
919,40080,21,5,1265
920,40081,12,40,760
921,40082,23,16,1396
922,40083,6,30,390
923,40084,11,44,704
924,40085,15,46,946
925,40086,19,46,1186
926,40087,9,36,576
927,40088,15,23,923
928,40089,16,1,961
929,40090,18,37,1117
930,40091,17,30,1050
931,40092,7,1,421
932,40093,9,47,587
933,40094,5,50,350
934,40095,16,49,1009
935,40096,7,6,426
936,40097,20,0,1200
937,40098,8,31,511
938,40099,10,36,636
939,40100,20,39,1239
940,40102,99,99,6039
941,40103,17,19,1039
942,40104,16,46,1006
943,40105,8,19,499
944,40106,20,10,1210
945,40108,18,24,1104
946,40109,23,24,1404
947,40110,2,29,149
948,40111,12,11,731
949,40112,22,5,1325
950,40113,13,39,819
951,40114,8,4,484
952,40115,99,99,6039
953,40116,99,99,6039
954,40117,1,26,86
955,40118,20,46,1246
956,40119,16,42,1002
957,40120,1,22,82
958,40121,99,99,6039
959,40122,7,19,439
960,40123,19,0,1140
961,40124,9,55,595
962,40125,10,26,626
963,40126,1,25,85
964,40127,7,10,430
965,40128,1,22,82
966,40129,18,29,1109
967,40130,12,15,735
968,40131,17,12,1032
969,40132,11,0,660
970,40133,16,0,960
971,40134,8,48,528
972,40135,23,59,1439
973,40136,5,16,316
974,40137,6,37,397
975,40138,19,18,1158
976,40139,21,53,1313
977,40140,1,55,115
978,40141,6,5,365
979,40142,18,50,1130
980,40143,20,31,1231
981,40144,0,6,6
982,40145,7,12,432
983,40146,16,5,965
984,40147,5,49,349
985,40148,5,54,354
986,40149,20,51,1251
987,40150,20,25,1225
988,40151,2,48,168
989,40152,10,51,651
990,40153,17,26,1046
991,40154,19,31,1171
992,40155,6,49,409
993,40156,17,59,1079
994,40157,22,9,1329
995,40158,23,32,1412
996,40159,1,1,61
997,40160,15,45,945
998,40161,19,23,1163
999,40163,17,11,1031
1000,40164,21,29,1289
1001,40165,11,20,680
1002,40166,15,7,907
1003,40167,20,16,1216
1004,40168,17,13,1033
1005,40169,6,19,379
1006,40170,21,2,1262
1007,40171,23,22,1402
1008,40172,13,15,795
1009,40173,2,48,168
1010,40174,6,49,409
1011,40175,6,50,410
1012,40176,18,1,1081
1013,40177,11,53,713
1014,40178,16,55,1015
1015,40179,14,12,852
1016,40180,18,44,1124
1017,40181,12,7,727
1018,40182,11,0,660
1019,40183,1,52,112
1020,40184,16,12,972
1021,40185,23,24,1404
1022,40186,14,44,884
1023,40187,8,32,512
1024,40188,4,56,296
1025,40189,22,7,1327
1026,40190,20,18,1218
1027,40191,4,17,257
1028,40192,19,27,1167
1029,40193,17,50,1070
1030,40194,17,53,1073
1031,40195,18,18,1098
1032,40196,13,26,806
1033,40197,22,46,1366
1034,40198,99,99,6039
1035,40199,12,27,747
1036,40200,5,6,306
1037,40202,22,16,1336
1038,40203,23,52,1432
1039,40204,13,20,800
1040,40205,1,49,109
1041,40206,11,9,669
1042,40207,20,4,1204
1043,40208,13,41,821
1044,40209,17,30,1050
1045,40210,8,46,526
1046,40211,14,37,877
1047,40212,19,20,1160
1048,40213,10,15,615
1049,40214,5,57,357
1050,40215,11,30,690
1051,40216,18,20,1100
1052,40217,1,51,111
1053,40218,12,45,765
1054,40219,14,52,892
1055,40220,18,17,1097
1056,40221,7,15,435
1057,40222,12,32,752
1058,40223,19,37,1177
1059,40224,16,50,1010
1060,40225,13,14,794
1061,40226,13,15,795
1062,40227,9,54,594
1063,40228,12,15,735
1064,40229,19,49,1189
1065,40230,21,0,1260
1066,40231,19,45,1185
1067,40232,1,47,107
1068,40233,17,56,1076
1069,40234,6,16,376
1070,40235,22,28,1348
1071,40236,1,28,88
1072,40237,8,38,518
1073,40238,11,9,669
1074,40240,21,36,1296
1075,40241,8,13,493
1076,40242,13,9,789
1077,40243,3,40,220
1078,40244,10,51,651
1079,40245,23,9,1389
1080,40246,22,55,1375
1081,40247,15,30,930
1082,40248,17,50,1070
1083,40249,14,5,845
1084,40250,11,42,702
1085,40251,3,20,200
1086,40252,20,33,1233
1087,40253,99,99,6039
1088,40254,18,46,1126
1089,40257,23,44,1424
1090,40258,23,34,1414
1091,40259,99,99,6039
1092,40261,20,14,1214
1093,40262,19,56,1196
1094,40263,19,34,1174
1095,40264,17,44,1064
1096,40265,6,7,367
1097,40266,23,26,1406
1098,40268,99,99,6039
1099,40269,15,21,921
1100,40270,16,18,978
1101,40271,1,5,65
1102,40272,7,48,468
1103,40273,15,8,908
1104,40274,18,22,1102
1105,40275,10,53,653
1106,40276,7,11,431
1107,40277,20,12,1212
1108,40278,8,17,497
1109,40279,19,34,1174
1110,40280,22,15,1335
1111,40281,11,32,692
1112,40282,12,28,748
1113,40283,23,5,1385
1114,40284,2,52,172
1115,40285,13,41,821
1116,40286,14,17,857
1117,40287,1,20,80
1118,40288,22,3,1323
1119,40289,3,15,195
1120,40290,18,37,1117
1121,40291,9,3,543
1122,40292,11,9,669
1123,40293,5,49,349
1124,40294,11,26,686
1125,40295,13,32,812
1126,40296,21,18,1278
1127,40297,20,8,1208
1128,40298,17,0,1020
1129,40299,13,23,803
1130,40300,20,58,1258
1131,40301,5,31,331
1132,40302,6,49,409
1133,40303,17,0,1020
1134,40304,0,46,46
1135,40305,13,47,827
1136,40306,5,18,318
1137,40307,21,49,1309
1138,40308,1,36,96
1139,40309,22,47,1367
1140,40310,15,15,915
1141,40311,21,14,1274
1142,40312,21,10,1270
1143,40313,23,30,1410
1144,40314,0,47,47
1145,40315,0,53,53
1146,40317,9,47,587
1147,40318,15,6,906
1148,40319,13,0,780
1149,40320,18,37,1117
1150,40321,3,30,210
1151,40322,2,0,120
1152,40323,14,27,867
1153,40324,20,8,1208
1154,40325,19,34,1174
1155,40326,3,1,181
1156,40327,22,15,1335
1157,40328,9,27,567
1158,40329,15,3,903
1159,40330,11,1,661
1160,40331,8,45,525
1161,40332,16,20,980
1162,40333,4,44,284
1163,40334,7,14,434
1164,40335,13,14,794
1165,40336,4,6,246
1166,40337,8,45,525
1167,40338,11,3,663
1168,40339,20,15,1215
1169,40340,22,30,1350
1170,40341,8,53,533
1171,40342,22,0,1320
1172,40343,4,36,276
1173,40344,11,1,661
1174,40345,20,50,1250
1175,40346,2,53,173
1176,40348,14,7,847
1177,40349,0,9,9
1178,40350,22,0,1320
1179,40351,16,25,985
1180,40352,21,3,1263
1181,40353,3,20,200
1182,40354,15,13,913
1183,40355,11,27,687
1184,40356,21,15,1275
1185,40357,0,27,27
1186,40358,1,53,113
1187,40359,10,10,610
1188,40360,4,46,286
1189,40361,16,17,977
1190,40362,20,1,1201
1191,40363,20,14,1214
1192,40364,13,4,784
1193,40365,16,10,970
1194,40366,17,22,1042
1195,40367,17,59,1079
1196,40368,1,30,90
1197,40369,5,4,304
1198,40370,7,5,425
1199,40371,21,46,1306
1200,40372,18,12,1092
1201,40373,10,54,654
1202,40374,0,43,43
1203,40375,4,30,270
1204,40376,7,32,452
1205,40377,9,0,540
1206,40378,21,26,1286
1207,40379,11,9,669
1208,40380,14,48,888
1209,40381,13,38,818
1210,40382,16,57,1017
1211,40383,1,35,95
1212,40384,7,7,427
1213,40385,15,20,920
1214,40386,22,48,1368
1215,40387,6,47,407
1216,40388,19,57,1197
1217,40389,14,58,898
1218,40390,6,37,397
1219,40391,12,50,770
1220,40392,21,49,1309
1221,40393,18,0,1080
1222,40394,10,14,614
1223,40395,18,50,1130
1224,40396,11,21,681
1225,40397,20,42,1242
1226,40398,16,58,1018
1227,40399,3,45,225
1228,40400,0,39,39
1229,40401,1,52,112
1230,40402,19,9,1149
1231,40403,22,41,1361
1232,40404,20,39,1239
1233,40405,14,11,851
1234,40406,13,7,787
1235,40407,15,50,950
1236,40409,21,33,1293
1237,40410,22,27,1347
1238,40411,20,28,1228
1239,40412,20,40,1240
1240,40413,15,59,959
1241,40414,22,26,1346
1242,40415,20,46,1246
1243,40416,5,19,319
1244,40417,22,16,1336
1245,40418,21,25,1285
1246,40419,20,38,1238
1247,40420,20,15,1215
1248,40421,22,57,1377
1249,40422,11,14,674
1250,40423,5,14,314
1251,40424,13,14,794
1252,40425,7,5,425
1253,40426,21,9,1269
1254,40427,9,55,595
1255,40428,5,14,314
1256,40429,7,55,475
1257,40430,3,18,198
1258,40431,6,27,387
1259,40432,10,39,639
1260,40433,16,29,989
1261,40434,13,7,787
1262,40435,5,38,338
1263,40436,9,48,588
1264,40437,11,44,704
1265,40438,20,22,1222
1266,40439,1,17,77
1267,40440,7,7,427
1268,40441,13,20,800
1269,40442,20,7,1207
1270,40443,23,36,1416
1271,40444,5,45,345
1272,40445,15,17,917
1273,40446,15,48,948
1274,40447,1,50,110
1275,40448,6,7,367
1276,40449,15,22,922
1277,40450,21,56,1316
1278,40451,23,15,1395
1279,40452,17,5,1025
1280,40454,2,13,133
1281,40455,14,24,864
1282,40456,23,16,1396
1283,40457,13,16,796
1284,40458,10,47,647
1285,40459,12,23,743
1286,40460,2,55,175
1287,40461,4,30,270
1288,40462,18,29,1109
1289,40463,19,24,1164
1290,40464,9,38,578
1291,40465,19,47,1187
1292,40466,4,36,276
1293,40467,1,56,116
1294,40468,22,25,1345
1295,40469,0,15,15
1296,40470,17,58,1078
1297,40471,22,40,1360
1298,40472,6,22,382
1299,40473,3,48,228
1300,40474,7,39,459
1301,40476,99,99,6039
1302,40477,19,51,1191
1303,40478,5,55,355
1304,40479,23,56,1436
1305,40480,7,58,478
1306,40481,21,15,1275
1307,40482,6,21,381
1308,40483,11,26,686
1309,40484,21,9,1269
1310,40485,5,23,323
1311,40486,20,30,1230
1312,40487,22,1,1321
1313,40488,12,21,741
1314,40489,18,45,1125
1315,40490,23,30,1410
1316,40491,18,2,1082
1317,40492,20,17,1217
1318,40493,12,40,760
1319,40494,5,34,334
1320,40495,15,59,959
1321,40496,7,56,476
1322,40497,2,39,159
1323,40498,9,31,571
1324,40499,23,45,1425
1325,40500,21,45,1305
1326,40501,22,4,1324
1327,40502,22,13,1333
1328,40503,20,41,1241
1329,40504,15,24,924
1330,40505,5,20,320
1331,40506,11,7,667
1332,40507,20,6,1206
1333,40508,14,39,879
1334,40509,11,32,692
1335,40510,10,26,626
1336,40511,12,30,750
1337,40512,19,31,1171
1338,40513,1,30,90
1339,40515,12,2,722
1340,40516,3,45,225
1341,40517,4,59,299
1342,40518,3,18,198
1343,40519,16,11,971
1344,40520,7,5,425
1345,40521,9,57,597
1346,40522,5,39,339
1347,40523,20,23,1223
1348,40524,21,46,1306
1349,40525,6,26,386
1350,40526,7,22,442
1351,40527,17,16,1036
1352,40528,18,0,1080
1353,40529,15,22,922
1354,40530,20,59,1259
1355,40531,20,17,1217
1356,40532,7,30,450
1357,40533,13,35,815
1358,40534,0,27,27
1359,40535,0,55,55
1360,40536,11,19,679
1361,40537,14,20,860
1362,40540,16,46,1006
1363,40541,2,28,148
1364,40542,13,32,812
1365,40543,9,57,597
1366,40544,19,0,1140
1367,40545,7,29,449
1368,40546,16,6,966
1369,40547,22,1,1321
1370,40548,8,50,530
1371,40549,0,58,58
1372,40550,15,48,948
1373,40551,14,47,887
1374,40552,18,45,1125
1375,40553,23,45,1425
1376,40554,20,17,1217
1377,40555,14,0,840
1378,40556,16,10,970
1379,40557,1,52,112
1380,40558,5,7,307
1381,40559,5,28,328
1382,40560,99,99,6039
1383,40561,13,1,781
1384,40562,1,41,101
1385,40563,0,59,59
1386,40564,7,37,457
1387,40565,10,48,648
1388,40566,11,15,675
1389,40567,21,31,1291
1390,40569,20,12,1212
1391,40570,6,1,361
1392,40571,4,19,259
1393,40572,9,56,596
1394,40573,13,11,791
1395,40574,18,25,1105
1396,40575,23,7,1387
1397,40576,23,40,1420
1398,40577,14,51,891
1399,40578,20,30,1230
1400,40579,8,30,510
1401,40580,21,12,1272
1402,40581,17,31,1051
1403,40582,23,32,1412
1404,40583,12,5,725
1405,40584,9,7,547
1406,40585,18,59,1139
1407,40586,5,28,328
1408,40587,12,7,727
1409,40588,20,47,1247
1410,40589,14,2,842
1411,40590,21,33,1293
1412,40591,11,44,704
1413,40592,18,25,1105
1414,40593,18,6,1086
1415,40594,22,24,1344
1416,40595,7,49,469
1417,40596,22,20,1340
1418,40597,19,9,1149
1419,40598,15,8,908
1420,40599,20,20,1220
1421,40600,99,99,6039
1422,40601,22,34,1354
1423,40602,6,22,382
1424,40603,15,18,918
1425,40604,20,47,1247
1426,40605,11,55,715
1427,40606,4,54,294
1428,40607,17,45,1065
1429,40608,21,39,1299
1430,40609,20,7,1207
1431,40610,14,55,895
1432,40611,16,58,1018
1433,40612,21,34,1294
1434,40613,1,23,83
1435,40614,16,34,994
1436,40615,22,14,1334
1437,40616,99,99,6039
1438,40617,23,31,1411
1439,40618,10,4,604
1440,40619,17,35,1055
1441,40620,21,35,1295
1442,40621,16,5,965
1443,40622,5,1,301
1444,40623,18,43,1123
1445,40624,2,38,158
1446,40625,6,48,408
1447,40626,6,19,379
1448,40627,15,38,938
1449,40628,9,48,588
1450,40629,5,44,344
1451,40630,16,52,1012
1452,40631,13,44,824
1453,40632,16,15,975
1454,40633,16,47,1007
1455,40634,15,8,908
1456,40635,6,30,390
1457,40636,19,1,1141
1458,40637,2,57,177
1459,40638,8,19,499
1460,40639,15,31,931
1461,40640,2,26,146
1462,40641,15,58,958
1463,40642,18,52,1132
1464,40643,0,25,25
1465,40644,11,3,663
1466,40645,9,13,553
1467,40646,12,25,745
1468,40647,18,34,1114
1469,40648,19,34,1174
1470,40649,15,17,917
1471,40650,10,49,649
1472,40651,17,23,1043
1473,40652,18,28,1108
1474,40653,4,33,273
1475,40654,18,4,1084
1476,40655,19,3,1143
1477,40656,18,19,1099
1478,40657,3,39,219
1479,40658,6,38,398
1480,40659,7,46,466
1481,40660,22,12,1332
1482,40661,3,8,188
1483,40662,9,24,564
1484,40663,11,9,669
1485,40664,16,58,1018
1486,40665,19,9,1149
1487,40666,21,15,1275
1488,40667,2,51,171
1489,40668,2,57,177
1490,40669,14,55,895
1491,40670,16,27,987
1492,40671,9,18,558
1493,40672,11,57,717
1494,40673,10,50,650
1495,40674,9,26,566
1496,40675,15,21,921
1497,40676,16,5,965
1498,40677,16,45,1005
1499,40678,19,10,1150
1500,40679,5,14,314
1501,40680,8,54,534
1502,40681,22,12,1332
1503,40682,1,32,92
1504,40683,6,22,382
1505,40684,19,7,1147
1506,40685,13,47,827
1507,40686,12,53,773
1508,40687,16,44,1004
1509,40688,23,34,1414
1510,40689,6,4,364
1511,40690,17,25,1045
1512,40691,17,49,1069
1513,40692,17,18,1038
1514,40693,17,30,1050
1515,40694,1,14,74
1516,40695,13,53,833
1517,40696,13,1,781
1518,40697,0,37,37
1519,40698,19,56,1196
1520,40699,16,31,991
1521,40700,1,4,64
1522,40701,18,35,1115
1523,40702,12,49,769
1524,40703,22,30,1350
1525,40704,17,38,1058
1526,40705,19,58,1198
1527,40706,13,28,808
1528,40707,11,25,685
1529,40708,18,27,1107
1530,40709,19,3,1143
1531,40710,14,1,841
1532,40711,1,21,81
1533,40712,7,57,477
1534,40713,8,9,489
1535,40714,19,0,1140
1536,40715,5,4,304
1537,40716,17,22,1042
1538,40717,2,6,126
1539,40718,17,0,1020
1540,40720,18,20,1100
1541,40721,2,0,120
1542,40722,23,19,1399
1543,40723,22,47,1367
1544,40724,16,4,964
1545,40725,14,15,855
1546,40726,23,53,1433
1547,40727,4,35,275
1548,40728,22,22,1342
1549,40729,22,48,1368
